Trade Date,Acct No,Stock Code,Country,Buy/Sell,Price,Unit,,
20140509,20002894001,3918 HK,HK,2,6.8,6000,,
20180710,632407,SILO.ID,ID,1,4290,1300,,
20150204,20002894001,1181 HK,HK,1,1.62,30000,,
20140703,20002894001,SBUX US,US,2,79,140,,
20140901,20002894001,43 HK,HK,2,0.94,125000,,
20160906,101013264,CMV VN,VN,1,16000,5000,,
20180710,101013264,VCS VN,VN,1,84700,1200,,
20161104,632407,5707.JP,JP,2,382,12000,,
20170808,632407,LAC.CA,CA,2,1.11,50000,,
20141015,632407,NGC.CN,CN,1,0.85,10000,,
20150709,101013264,VND VN,VN,2,0,24000,,
20180426,632407,BTG.SG,SG,1,1.98,33500,,
20170302,632407,JBLU,LU,1,20.5,810,,
20170807,101013264,GIL VN,VN,2,36900,5000,,
20160822,624892,BTG.SG,SG,1,1.0624,76100,,
20151118,20002894001,5108 JP,JP,1,4500,400,,
20180322,632407,SILO.ID,ID,1,8225,15000,,
20150506,20002894001,573 HK,HK,1,3.61,10000,,
20150212,20002894001,1181 HK,HK,1,1.62,36000,,
20180105,101013264,DNP VN,VN,2,20000,20000,,
20180105,101013264,DNP VN,VN,2,20000,15000,,
20170830,101013264,DHT VN,VN,2,76800,2100,,
20170817,101013264,APC VN,VN,1,38800,3000,,
20180703,101013264,CAP VN,VN,2,33500,1100,,
20160929,101013264,GIL VN,VN,1,68000,2330,,
20140709,20002894001,RMP AU,AU,2,0.165,74917,,
20170721,101013264,VKC VN,VN,2,8200,10000,,
20160212,20002894001,7169 JP,JP,2,1100,700,,
20140708,20002894001,493 HK,HK,1,1.32,30000,,
20141118,20002894001,1321 JP,JP,2,17640,59,,
20141103,20002894001,M US,US,1,58,177,,
20180530,101013264,VJC VN,VN,1,147500,1500,,
20180207,632407,SILO.ID,ID,1,8900,20000,,
20180716,101013264,BMI VN,VN,1,19150,1500,,
20170206,101013264,ACV VN,VN,1,50000,5000,,
20171215,101013264,VNS VN,VN,1,12300,5000,,
20170609,101013264,CHP VN,VN,1,24850,2600,,
20150709,20002894001,1321 JP,JP,1,19700,50,,
20170724,101013264,NT2 VN,VN,2,27500,4500,,
20160929,101013264,VKC VN,VN,1,19300,8000,,
20161104,632407,5707.JP,JP,2,389,23000,,
20180223,632407,SILO.ID,ID,1,8550,19000,,
20140729,20002894001,KO US,US,1,40.6,200,,
20141230,101013264,MPC VN,VN,1,0,3000,,
20180117,101013264,NNC VN,VN,1,53300,1350,,
20171106,101013264,APC VN,VN,1,60600,3000,,
20170724,101013264,VKC VN,VN,2,7800,15000,,
20180807,632407,SILO.ID,ID,1,3070,20000,,
20171101,101013264,APC VN,VN,2,69000,2500,,
20180426,632407,SILO.ID,ID,1,7800,25000,,
20160727,101013264,VHC VN,VN,2,53000,1900,,
20170322,632407,5707.JP,JP,1,559,10000,,
20141201,20002894001,2318 HK,HK,2,66.5,1000,,
20150408,20002894001,573 HK,HK,1,3.65,20000,,
20150724,20002894001,1366 HK,HK,1,2.22,50000,,
20180110,101013264,JVC VN,VN,1,6160,60000,,
20180718,632407,BRTSS.SG,SG,1,1.1,1500,,
20180803,632407,VED.UK,UK,2,8.286,5000,,
20151022,20002894001,357 HK,HK,1,9.1,4000,,
2018830,632407,0539.HK,HK,1,0.15,200000,,
20180720,632407,8801.JP,JP,2,2773.5,400,,
20161013,101013264,HQC VN,VN,1,5300,33000,,
20160610,101013264,MAS VN,VN,1,140000,2000,,
20180207,632407,SILO.ID,ID,1,8900,10000,,
20160610,101013264,MAS VN,VN,1,139500,1500,,
20171201,101013264,NNC VN,VN,1,52600,2600,,
20150113,624892,CRB SP,SP,1,2.06,1330,,
20180703,101013264,KHA VN,VN,2,38000,100,,
20160930,101013264,GIL VN,VN,1,68200,2500,,
20171102,632407,603993.CN,CN,1,7.09,5500,,
20141105,20002894001,3382 JP,JP,2,4357,200,,
20171215,101013264,VNS VN,VN,1,12300,3000,,
20180115,101013264,VCB VN,VN,2,57600,2450,,
20140702,20002894001,SBUX US,US,2,79,140,,
20170517,632407,002508.CN,CN,1,40.8,400,,
20150114,20002894001,493 HK,HK,1,1.14,57000,,
20170215,101013264,CVT VN,VN,2,47100,5000,,
20160912,632407,5707.JP,JP,1,331,30000,,
20170424,632407,9984.JP,JP,1,8240,100,,
20180824,632407,SILO.ID,ID,1,3000,150000,,
20160728,101013264,SVC VN,VN,2,42000,4000,,
20150825,20002894001,8306 JP,JP,2,745,1500,,
20171218,101013264,STK VN,VN,2,22500,2150,,
20140825,20002894001,978 HK,HK,1,1.3,18000,,
20140120,624892,BTG SP,SP,1,0.915,17000,,
20170714,101013264,PMC VN,VN,1,88000,2000,,
20180718,632407,9984.JP,JP,2,9660,400,,
20170704,101013264,VIC VN,VN,2,42100,1490,,
20141016,632407,DBS SP,SP,1,17.77,1000,,
20180810,632407,SILO.ID,ID,1,3050,10000,,
20180103,632407,SILO.ID,ID,1,9225,10000,,
20180704,101013264,NT2 VN,VN,2,31800,16500,,
20171220,101013264,PVE VN,VN,1,8800,11200,,
20180322,632407,BTG.SG,SG,1,1.92,15000,,
20180820,632407,SILO.ID,ID,1,2900,300,,
20161104,632407,5707.JP,JP,2,383,21000,,
20170705,101013264,HAX VN,VN,1,47000,7000,,
20170925,101013264,ACV VN,VN,1,63400,1000,,
20180809,632407,SILO.ID,ID,1,3090,20000,,
20180709,632407,SILO.ID,ID,1,4370,10000,,
20170922,101013264,MAS VN,VN,2,84200,2000,,
20150408,20002894001,1181 HK,HK,1,1.88,78000,,
20161006,101013264,VIC VN,VN,1,43600,1300,,
20170412,101013264,HAX VN,VN,1,53600,1200,,
20170105,101013264,HTI VN,VN,1,18448.3636,5500,,
20150619,20002894001,357 HK,HK,1,9.54,7000,,
20180829,632407,BSL.AU,AU,1,18.04,1500,,
20171117,632407,5707.JP,JP,2,6180,1700,,
20160623,101013264,KBC VN,VN,2,14900,25000,,
20180823,101013264,VJC VN,VN,1,151000,1500,,
20140612,20002894001,RMP AU,AU,1,0.063,74917,,
20141118,20002894001,CMCSA US,US,1,54.1,200,,
20140509,624892,BTG SP,SP,1,1.4,5000,,
20140828,20002894001,INDA US,US,1,31,980,,
20160708,101013264,MAS VN,VN,1,153000,2000,,
20170829,101013264,HAX VN,VN,1,37800,7100,,
20160830,101013264,QHD VN,VN,1,60900,300,,
20180807,632407,VED.UK,UK,2,8.27,5000,,
20180820,632407,SILO.ID,ID,1,2880,10000,,
20140724,624892,USSE50 SP,SP,1,1.46,2700,,
20180718,632407,BRTSS.SG,SG,1,1.13,17000,,
20180103,632407,SILO.ID,ID,1,9225,10000,,
20171011,101013264,KDF VN,VN,1,58700,3000,,
20180807,632407,SILO.ID,ID,1,3070,10000,,
20170323,632407,5707.JP,JP,1,560,4000,,
20140417,20002894001,SCTY US,US,1,56.11,40,,
20140619,BR9224,IHH.MK,MK,1,4.31,5000,,
20180823,101013264,VJC VN,VN,1,151300,2500,,
20150918,20002894001,9503 JP,JP,2,1340,1500,,
20150326,101013264,VDS VN,VN,1,9000,4300,,
20160122,101013264,VCB VN,VN,1,39000,4200,,
20180703,101013264,QNS VN,VN,2,0,36,,
20171102,101013264,NLG VN,VN,1,27100,8900,,
20140623,20002894001,1910 HK,HK,2,24.9,1800,,
20141016,BR9224,MAY MK,MK,1,9.45,10400,,
20171208,632407,RFX.AU,AU,1,0.125,200000,,
20131227,20002894000,SBUX US,US,2,78.65,60,,
20180223,632407,BTG.SG,SG,1,1.81,9200,,
20141119,20002894001,BA US,US,2,131.2,82,,
20140217,20002894001,2828 HK,HK,2,101.5,600,,
20160706,101013264,MAS VN,VN,1,153000,2000,,
20180705,632407,LPPF.ID,ID,2,8575,12600,,
20160422,20002894001,6758 JP,JP,1,3001,1000,,
20160829,101013264,APG VN,VN,1,9300,18000,,
20140313,20002894001,DAI GY,GY,1,65,120,,
2018830,632407,BSL.AU,AU,1,17.65,2000,,
20150515,20002894001,M US,US,1,63.4,230,,
20170123,101013264,HPG VN,VN,2,43000,5750,,
20141105,20002894001,1045 HK,HK,2,11.88,4500,,
20160715,101013264,KHA VN,VN,1,42000,2000,,
20161102,632407,5707.JP,JP,2,378,1000,,
20171206,632407,6723.JP,JP,1,1296,5000,,
20171011,101013264,KDF VN,VN,1,59300,1000,,
20170920,632407,LAC.CA,CA,1,1.7,20100,,
20180417,632407,SILO.ID,ID,1,8400,15000,,
20171121,101013264,TLG VN,VN,1,0,780,,
20180731,632407,SILO.ID,ID,1,3180,10000,,
20171116,632407,5707.JP,JP,2,6150,2000,,
20170321,632407,5707.JP,JP,2,582,10000,,
20140409,20002894001,1910 HK,HK,2,24.75,1500,,
20161013,101013264,HHS VN,VN,1,7000,25000,,
20140626,624892,BTG SP,SP,1,1.335,4000,,
20170314,101013264,GIL VN,VN,1,51800,5000,,
20170829,632407,5707.JP,JP,1,496,3000,,
20180731,632407,SILO.ID,ID,1,3180,5000,,
20180530,101013264,VJC VN,VN,1,147600,2000,,
20141120,20002894001,CSCO US,US,2,26.7,100,,
20140702,20002894001,27 HK,HK,2,64.55,1000,,
20150522,101013264,PVC VN,VN,2,22100,4500,,
20180104,632407,SILO.ID,ID,1,9050,10000,,
20161104,632407,5707.JP,JP,2,389,25000,,
20150330,101013264,VMD VN,VN,1,18600,2000,,
20150226,20002894001,1181 HK,HK,1,1.69,12000,,
20150205,20002894001,GILD US,US,1,98.43,85,,
20150728,20002894001,357 HK,HK,1,7.74,5000,,
20180207,101013264,VNM VN,VN,2,202700,400,,
20170201,624892,BTG.SG,SG,1,1,121000,,
20150915,20002894001,357 HK,HK,1,7.8,8000,,
20180709,632407,SILO.ID,ID,1,4400,5000,,
2018830,632407,BSL.AU,AU,1,17.85,3000,,
20150226,20002894001,1181 HK,HK,1,1.7,30000,,
20141105,20002894001,AXP US,US,2,91.5,170,,
20180104,632407,SILO.ID,ID,1,9075,10000,,
20171227,632407,TBV.SG,SG,1,0.915,41000,,
20170623,101013264,VKC VN,VN,1,10600,6000,,
20160616,101013264,HTL VN,VN,2,85500,2000,,
20141105,20002894001,7205 JP,JP,2,1650,300,,
20170303,101013264,BVH VN,VN,1,58900,10000,,
20150409,20002894001,1181 HK,HK,1,1.92,40000,,
20170427,101013264,MAS VN,VN,2,91000,1600,,
20170912,632407,TV.CA,CA,1,1.44,200000,,
20141113,632407,WTE SP,SP,2,0.007,760,,
20170727,101013264,KSB VN,VN,1,54300,3000,,
20140613,20002894001,RRS AU,AU,1,0.025,125126,,
20140402,20002894001,3918 HK,HK,2,8.4,6000,,
20170919,101013264,ACV VN,VN,1,59000,1700,,
20140912,20002894001,2318 HK,HK,1,63.85,1000,,
20170808,101013264,CTD VN,VN,1,211700,700,,
20180709,632407,SILO.ID,ID,1,4390,3000,,
20170704,101013264,NT2 VN,VN,1,29300,10000,,
20180823,101013264,VJC VN,VN,1,151300,4000,,
20170609,101013264,SJD VN,VN,1,23700,2800,,
20141112,632407,IHH SP,SP,1,1.86,6000,,
20150602,20002894001,573 HK,HK,1,3.36,15000,,
20160623,624892,TECK SP,SP,1,0.36,16400,,
20160921,101013264,MAS VN,VN,2,158000,20000,,
20140613,20002894001,1186 HK,HK,1,6.8,6000,,
20170607,632407,7532.JP,JP,1,4300,100,,
20150514,624892,CDREIT SP,SP,1,1.7,2000,,
20180118,632407,VED.UK,UK,2,9.312696,32506,,
20170727,101013264,KSB VN,VN,1,54400,5000,,
20170928,632407,LAC.CA,CA,1,1.53,30000,,
20171031,101013264,E1VFVN30 VN,VN,1,13770,49000,,
20171127,101013264,ACV VN,VN,1,82300,1600,,
20170609,101013264,KSB VN,VN,1,52500,3000,,
20180206,101013264,VNM VN,VN,2,193000,400,,
20180207,632407,SILO.ID,ID,1,8900,15000,,
20170109,101013264,HAT VN,VN,1,54831.25,9600,,
20140916,20002894001,PQ US,US,2,5.96,430,,
20180531,632407,POE.CA,CA,1,1.1475,17500,,
2018830,632407,0539.HK,HK,1,0.148,250000,,
20180410,632407,SILO.ID,ID,1,8300,10000,,
20150617,20002894001,856 HK,HK,1,3.15,18000,,
20170727,101013264,KSB VN,VN,1,54100,5000,,
20171214,632407,LAC.CA,CA,1,11.3,2210,,
20180403,632407,CPX.CA,CA,1,24.1,490,,
20150810,20002894001,9984 JP,JP,2,7600,500,,
20180807,632407,SILO.ID,ID,1,3070,15000,,
20171109,101013264,NNC VN,VN,2,52900,750,,
20170206,101013264,NT2 VN,VN,1,30300,8400,,
20170324,101013264,VKC VN,VN,1,14000,10000,,
20180307,101013264,ACV VN,VN,1,98000,3600,,
20150703,20002894001,1181 HK,HK,1,1.98,10000,,
20180807,632407,SILO.ID,ID,1,3060,15000,,
20150408,20002894001,1181 HK,HK,1,1.88,28000,,
20150901,624892,XFVT SP,SP,2,23.28,100,,
20171215,101013264,VNS VN,VN,1,12100,1000,,
20180605,632407,WLCON PM,PM,1,11.86,129500,,
20170302,101013264,HAX VN,VN,1,42300,4000,,
20180223,632407,SEVN PM,PM,1,110.4893,9810,,
20170321,632407,5707.JP,JP,2,582,20000,,
20161104,632407,5707.JP,JP,2,389,5000,,
20140603,20002894001,1910 HK,HK,1,23.25,1800,,
20160914,632407,5707.JP,JP,1,323,50000,,
20170724,101013264,VKC VN,VN,2,7700,3000,,
20160628,101013264,VNM VN,VN,1,137000,2400,,
20180402,632407,BTG.SG,SG,1,1.91,5400,,
20160628,101013264,MAS VN,VN,1,142000,5000,,
20150722,632407,600519 CH,CH,1,219.569,400,,
20140902,20002894001,JNJ US,US,1,103.5,100,,
20170727,101013264,HTI VN,VN,1,20000,9000,,
20170614,101013264,PTB VN,VN,1,109000,3000,,
20141030,20002894001,RRS AU,AU,1,0.015,333311,,
20170412,101013264,MAS VN,VN,2,97000,1000,,
20150921,20002894001,1181 HK,HK,1,1.72,12000,,
20160202,20002894001,1910 HK,HK,1,21.55,4200,,
20161102,632407,5707.JP,JP,2,377,1000,,
20160915,632407,5707.JP,JP,1,319.4706,204000,,
20150306,101013264,MWG VN,VN,1,123000,50000,,
20170112,632407,1321.JP,JP,2,19640,55,,
20160616,101013264,HTL VN,VN,2,83000,2000,,
20160530,101013264,HMH VN,VN,1,15500,3000,,
20180111,101013264,E1VFVN30 VN,VN,1,17100,85000,,
20180827,632407,ALL.AU,AU,1,31.6,500,,
20150306,20002894001,573 HK,HK,1,3.52,200000,,
20171206,632407,VED.UK,UK,2,6.4,5000,,
20170330,101013264,ACV VN,VN,1,50700,5000,,
20180821,632407,GAZ.GY,GY,2,3.66,28160,,
20140815,20002894000,NKE US,US,2,0,35,,
20180709,632407,SILO.ID,ID,1,4410,10000,,
20180821,101013264,DXG VN,VN,2,28100,15000,,
20171115,632407,5707.JP,JP,2,6130,2000,,
20150724,20002894001,1366 HK,HK,1,2.22,50000,,
20150430,20002894001,573 HK,HK,1,3.68,22000,,
20170915,632407,VED.UK,UK,1,8.02,20000,,
20180807,632407,SILO.ID,ID,1,3070,15000,,
20170705,101013264,HAX VN,VN,1,47000,7000,,
20180411,632407,SILO.ID,ID,1,8350,10000,,
20160817,101013264,CVT VN,VN,1,36300,6000,,
20171227,632407,SILO.ID,ID,1,9750,10000,,
20150224,101013264,MWG VN,VN,1,138000,38190,,
20180207,632407,6723.JP,JP,1,1230,2000,,
20180706,101013264,BMI VN,VN,1,20200,1080,,
20150114,20002894001,EUN2 GY,GY,1,31.5,244,,
20180119,632407,VED.UK,UK,1,9,20000,,
20171024,101013264,KSB VN,VN,2,45800,2500,,
20171201,101013264,KSB VN,VN,1,45200,3000,,
20140909,20002894001,INDA US,US,1,32,120,,
20180103,632407,SILO.ID,ID,1,9225,10000,,
20150826,632407,763 HK,HK,2,14.06,1600,,
20140530,20002894001,1910 HK,HK,2,25,1800,,
20140324,20002894001,V US,US,1,222,140,,
20171115,632407,5707.JP,JP,2,6110,2000,,
20170214,101013264,CVT VN,VN,2,47588.22526,58600,,
20170512,624892,DTH.SG,SG,2,0.465,14500,,
20180207,632407,SEVN PM,PM,1,105,6000,,
20141106,20002894001,9020 JP,JP,2,8670,200,,
20170718,632407,7532.JP,JP,1,4050,100,,
20170421,101013264,PMC VN,VN,1,75000,2100,,
20180411,632407,SILO.ID,ID,1,8325,20000,,
20151124,632407,DJI CN,CN,1,0.105,100000,,
20160704,101013264,BHS VN,VN,2,18700,3000,,
20180720,632407,SILO.ID,ID,1,3460,3000,,
20180530,101013264,VJC VN,VN,1,147500,2500,,
20161114,632407,VED.UK,UK,1,8.61,129,,
20141113,20002894001,CSCO US,US,2,25,100,,
20150409,20002894001,1181 HK,HK,1,1.92,60000,,
20170717,632407,MBOA.SG,SG,1,2.07,24000,,
20160929,101013264,DNP VN,VN,1,28400,5000,,
20170421,632407,8898.JP,JP,1,1442,200,,
20160706,101013264,MAS VN,VN,1,153000,2000,,
20160706,101013264,MAS VN,VN,1,153000,1900,,
20141125,632407,MAPI IJ,IJ,2,5525,3500,,
20140519,20002894001,590 HK,HK,1,20.45,1000,,
20150309,101013264,MWG VN,VN,1,130000,3400,,
20150430,20002894001,573 HK,HK,1,3.7,25000,,
20180809,632407,SILO.ID,ID,1,3040,15000,,
20180710,632407,SILO.ID,ID,1,4420,15000,,
20180820,632407,SILO.ID,ID,1,2900,1000,,
20170705,101013264,HAX VN,VN,1,47000,5000,,
20161014,101013264,BID VN,VN,2,16700,90000,,
20170503,101013264,FMC VN,VN,2,18500,1450,,
20160525,101013264,KBC VN,VN,1,14200,4300,,
20170714,632407,LPPF.ID,ID,1,12300,18500,,
20180809,632407,SILO.ID,ID,1,3090,100,,
20151204,101013264,CTG VN,VN,1,18500,8800,,
20171003,632407,7974.JP,JP,1,41800,100,,
20180723,632407,SILO.ID,ID,1,3520,10000,,
20180709,632407,SILO.ID,ID,1,4400,5000,,
20180110,632407,VED.UK,UK,2,8.81,10000,,
20180411,101013264,HPG VN,VN,2,60800,2520,,
20171113,101013264,WCS VN,VN,2,0,1000,,
20151214,20002894001,8306 JP,JP,1,0,800,,
20161018,101013264,APG VN,VN,1,9353.8888,18000,,
20171116,632407,5707.JP,JP,2,6180,2000,,
20170629,101013264,CII VN,VN,1,36200,2200,,
20171120,632407,WLCON PM,PM,1,8.1436,234500,,
20180129,101013264,SHB VN,VN,1,12600,12700,,
20150318,20002894001,573 HK,HK,1,3.55,15000,,
20150506,20002894001,573 HK,HK,1,3.62,10000,,
20170718,101013264,APC VN,VN,1,32000,10000,,
20170612,101013264,CTG VN,VN,1,19500,65000,,
20180411,632407,SILO.ID,ID,1,8300,20000,,
20150409,20002894001,1181 HK,HK,1,1.9,20000,,
20141112,20002894001,4689 JP,JP,2,414,800,,
20180809,632407,SILO.ID,ID,1,3090,15000,,
20141208,20002894001,MC FP,FP,2,145.5,40,,
20180129,101013264,ACV VN,VN,2,104000,2200,,
20150210,20002894001,BAYN GY,GY,1,122,44,,
20180206,101013264,CTD VN,VN,2,178000,330,,
20180619,632407,BRTSS.SG,SG,1,1.03,400,,
20160211,20002894001,1910 HK,HK,1,20.85,9000,,
20150611,20002894001,FIDTAIW LX,LX,2,4512,4512,,
20171024,101013264,KSB VN,VN,2,45700,3500,,
20141224,101013264,AAA VN,VN,1,0,22000,,
20180110,632407,VED.UK,UK,2,8.81,10000,,
20180807,632407,SILO.ID,ID,1,3070,15000,,
20150319,20002894001,1181 HK,HK,1,1.65,14000,,
20170727,101013264,KSB VN,VN,1,54400,3000,,
20170509,101013264,AAA VN,VN,1,28850,2700,,
20150706,20002894001,CMCSA US,US,2,62,150,,
20160105,101013264,KBC VN,VN,1,12600,50000,,
20140515,20002894001,DIS US,US,1,80.5,150,,
20171011,632407,CDLT.SG,SG,2,1.635,2000,,
20171221,632407,SILO.ID,ID,1,10150,10000,,
20180509,632407,SILO.ID,ID,1,6425,10000,,
20180709,632407,SILO.ID,ID,1,4410,2000,,
20170525,632407,8898.JP,JP,2,1416,200,,
20170706,632407,SKX,KX,2,29.1,560,,
20161227,101013264,KBC VN,VN,2,13700,4700,,
20180213,632407,MU,MU,1,42.19,200,,
20180419,632407,SILO.ID,ID,1,8300,30000,,
20170314,101013264,FLC VN,VN,1,7690,20000,,
20170217,101013264,GDT VN,VN,1,59479.0909,2200,,
20160728,101013264,HAX VN,VN,1,30000,7000,,
20160817,101013264,NNC VN,VN,1,81500,2000,,
20160929,101013264,DNP VN,VN,1,28400,5000,,
20160628,101013264,MAS VN,VN,1,142000,5000,,
20140623,20002894001,6753 JP,JP,1,327,7000,,
20171206,632407,VED.UK,UK,2,6.4,5000,,
20170908,101013264,PLX VN,VN,1,67500,1000,,
20150729,20002894001,SWKS US,US,1,95.8,111,,
20180809,632407,SILO.ID,ID,1,3090,5000,,
20180105,101013264,DNP VN,VN,2,20000,20000,,
20160728,101013264,SVC VN,VN,2,42000,4000,,
20180320,632407,SEVN PM,PM,1,114.3945,3200,,
20171122,101013264,MAS VN,VN,2,0,2100,,
20170405,632407,7261.JP,JP,1,1510,2000,,
20180827,632407,SILO.ID,ID,1,3000,21000,,
20170927,101013264,ACV VN,VN,1,62600,2700,,
20140410,20002894001,1910 HK,HK,1,24,1500,,
20180118,101013264,ACV VN,VN,1,104000,3700,,
20180820,632407,SILO.ID,ID,1,2880,10000,,
20160720,101013264,HAG VN,VN,2,6700,3000,,
20140604,20002894001,NDO AU,AU,1,0.034,87900,,
20131107,624892,4819.JP,JP,1,2917,200,,
20170316,632407,LAC.CA,CA,1,0.9,47000,,
20170424,101013264,MAS VN,VN,2,90500,2300,,
20150610,632407,600586 CH,CH,2,10,4600,,
20150303,101013264,MWG VN,VN,1,128000,10000,,
20180807,632407,SILO.ID,ID,1,3070,10000,,
20170807,632407,BTG.SG,SG,2,1.75,26400,,
20160929,101013264,DNP VN,VN,1,28400,6000,,
20180823,101013264,VJC VN,VN,1,151000,1500,,
20161031,101013264,HT1 VN,VN,1,20900,650,,
20160729,101013264,MAS VN,VN,1,154000,1000,,
20170907,632407,5707.JP,JP,2,520,20000,,
20170308,101013264,CTD VN,VN,1,196000,600,,
20150227,20002894001,573 HK,HK,1,3.4,18000,,
20180412,632407,SILO.ID,ID,1,8400,15000,,
20160826,101013264,SED VN,VN,1,22000,7200,,
20170516,624892,IHH.SG,SG,2,1.92,6000,,
20170511,101013264,VIC VN,VN,1,40500,1500,,
20180809,632407,SILO.ID,ID,1,3080,10000,,
20140929,20002894001,CMCSA US,US,1,54.1,280,,
20140318,20002894001,27 HK,HK,2,74.9,1000,,
20150330,101013264,VMD VN,VN,1,19200,3410,,
20180423,632407,SILO.ID,ID,1,8175,20000,,
20170922,101013264,MAS VN,VN,2,84000,1000,,
20170314,101013264,GIL VN,VN,1,52000,3000,,
20171010,101013264,BCE VN,VN,1,5800,24300,,
20180206,632407,SILO.ID,ID,1,8800,10000,,
20180709,632407,SILO.ID,ID,1,4400,12000,,
20180327,101013264,APC VN,VN,2,37700,58020,,
20160530,101013264,CLL VN,VN,1,24100,2000,,
20140723,20002894001,1913 HK,HK,2,56.6,2000,,
20170724,101013264,VKC VN,VN,2,7700,12000,,
20180709,632407,SILO.ID,ID,1,4410,12000,,
20180410,632407,SILO.ID,ID,1,8325,10000,,
20171215,632407,SILO.ID,ID,1,10550,5000,,
20170704,101013264,DXG VN,VN,1,17150,15000,,
20140613,20002894001,RRS AU,AU,1,0.027,116047,,
20170831,101013264,APC VN,VN,1,37500,4500,,
20180827,632407,SILO.ID,ID,1,3000,500,,
2018830,632407,0539.HK,HK,1,0.148,1000000,,
20170822,101013264,HPG VN,VN,1,33300,360,,
20180829,632407,BSL.AU,AU,1,17.91,1500,,
20150331,20002894001,1181 HK,HK,1,1.72,32000,,
20170816,101013264,APC VN,VN,1,38500,4300,,
20170807,101013264,GIL VN,VN,2,36400,4000,,
20140919,20002894001,8306 JP,JP,2,630,2600,,
20150622,20002894001,9984 JP,JP,1,7350,100,,
20171121,101013264,HPG VN,VN,1,0,2070,,
20180108,632407,WLCON PM,PM,1,8.3424,134100,,
20141121,20002894001,9984 JP,JP,1,7720,100,,
20170321,632407,5707.JP,JP,2,583,5000,,
20170209,101013264,HAT VN,VN,1,43800,2500,,
20180829,632407,6728.JP,JP,1,4590,1000,,
20171212,632407,SILO.ID,ID,1,10550,15000,,
20180827,632407,SILO.ID,ID,1,3000,40000,,
20170719,101013264,CVT VN,VN,2,46200,4000,,
20160907,101013264,FMC VN,VN,1,22800,1800,,
20170324,101013264,VKC VN,VN,1,14000,10000,,
20170609,101013264,KSB VN,VN,1,52600,2000,,
20171227,632407,SILO.ID,ID,1,9800,3000,,
20180420,632407,SILO.ID,ID,1,8475,30000,,
20151013,624892,YZJSGD SP,SP,1,1.265,2300,,
20140828,20002894001,AXP US,US,1,89,100,,
20170705,632407,MAPB.ID,ID,1,3150,48000,,
20130911,624892,BTG SP,SP,1,0.87,26000,,
20150916,20002894001,BIIB US,US,1,319.8,28,,
20170705,101013264,HAX VN,VN,1,47000,3000,,
20150807,20002894001,C US,US,2,58.2,150,,
20160727,101013264,HAX VN,VN,1,29900,6000,,
20170925,632407,LAC.CA,CA,1,1.47,35000,,
20151022,20002894001,1181 HK,HK,1,1.7,36000,,
20141003,20002894001,LLOY LN,LN,1,0.764,5000,,
20180207,632407,BTG.SG,SG,1,1.68,7500,,
20180410,632407,SILO.ID,ID,1,8325,10000,,
20150915,632407,600004 CH,CH,1,11.6,4600,,
20170613,101013264,HAX VN,VN,1,45700,1450,,
20171121,101013264,VNM VN,VN,1,0,400,,
20160929,101013264,GIL VN,VN,1,67000,3000,,
20160816,101013264,HAX VN,VN,1,31200,6270,,
20161208,101013264,TLG VN,VN,1,104000,300,,
20170807,101013264,GIL VN,VN,2,36400,3000,,
20140917,20002894001,CMCSA US,US,2,57.2,275,,
20170922,101013264,MAS VN,VN,2,84000,2000,,
20180809,632407,SILO.ID,ID,1,3090,15000,,
20170621,101013264,CTG VN,VN,1,20900,7820,,
20150922,101013264,GAS VN,VN,1,47500,5000,,
20180105,101013264,DNP VN,VN,2,20000,10000,,
20160714,101013264,SPM VN,VN,2,17800,2500,,
20170425,101013264,MAS VN,VN,1,91000,3000,,
20160523,101013264,KBC VN,VN,1,13600,4700,,
20180119,632407,VED.UK,UK,1,9,20000,,
20171206,632407,VED.UK,UK,2,6.4,5000,,
20170829,101013264,DXG VN,VN,1,20450,31300,,
20150330,20002894001,VGLT US,US,1,80.5,460,,
20140303,624892,BTG SP,SP,1,0.95,2000,,
20160202,20002894001,1910 HK,HK,1,21.45,9300,,
20180705,632407,LAC.CA,CA,1,6.9,17500,,
20150811,20002894001,AAPL US,US,1,117,94,,
20140707,20002894001,728 HK,HK,1,3.9,12000,,
20140217,20002894001,3382 JP,JP,1,3840,200,,
20180808,632407,SILO.ID,ID,1,3010,15000,,
20170529,101013264,CTG VN,VN,1,19150,49590,,
20140623,20002894001,1299 HK,HK,1,38.4,4000,,
20150612,20002894001,573 HK,HK,1,3.45,18000,,
20160810,101013264,HAX VN,VN,1,29000,10000,,
20140707,20002894001,1186 HK,HK,1,7.1,6500,,
20170424,101013264,MAS VN,VN,2,90500,1800,,
20171116,101013264,E1VFVN30 VN,VN,1,14590,13500,,
20140902,20002894001,3918 HK,HK,2,0,6000,,
20140313,20002894001,3918 HK,HK,2,8.01,8000,,
20180426,101013264,TTD VN,VN,1,58500,6000,,
20170412,101013264,MAS VN,VN,2,99500,1000,,
20180709,632407,SILO.ID,ID,1,4400,5000,,
20160728,101013264,SVC VN,VN,2,42000,4000,,
20170724,101013264,VKC VN,VN,2,7900,10000,,
20160930,101013264,GIL VN,VN,1,68200,2000,,
20150430,20002894001,573 HK,HK,1,3.7,10000,,
20170725,101013264,VKC VN,VN,2,7700,9000,,
20170321,632407,5707.JP,JP,2,585,5000,,
20150326,101013264,VNR VN,VN,1,24700,1000,,
